,Headway,Velocity
2632,1.14,1.9
2633,2.16,1.52
2634,2.55,2.8
2635,2.31,2.19
2636,2.5,2.12
2637,1.08,0.96
2638,0.32,2.15
2639,1.4,0.34
2640,1.95,2.29
2641,2.58,1.3
2642,1.4,1.72
2643,1.88,2.09
2644,2.89,1.01
2645,0.6,1.46
2646,1.36,0.9
2647,2.48,1.08
2648,1.52,1.61
2649,0.05,1.31
2650,1.45,1.03
2651,1.49,1.56
2652,2.29,0.68
2653,1.71,2.8
2654,2.61,0.58
2655,0.48,1.67
2656,1.77,1.96
2657,1.69,1.07
2658,1.18,2.49
2659,1.69,1.59
2660,1.1,1.86
2661,1.01,2.67
2662,1.05,3.08
2663,1.15,0.89
2664,1.03,2.22
2665,0.4,1.25
2666,1.36,2.95
2667,0.92,1.75
2668,0.98,0.85
2669,1.53,0.68
2670,1.72,1.57
2671,2.67,1.02
2672,3.4,1.85
2673,0.65,2.33
2674,2.1,0.01
2675,1.12,1.95
2676,3.1,2.2
2677,1.98,3.16
2678,1.83,1.12
2679,0.87,1.88
2680,1.25,2.52
2681,1.22,1.28
2682,2.07,3.88
2683,0.69,2.28
2684,1.44,1.75
2685,0.79,3.64
2686,2.11,1.04
2687,0.81,0.48
2688,0.68,3.15
2689,1.76,4.12
2690,1.13,1.3
2691,1.87,2.79
2692,2.71,1.85
2693,0.26,0.68
2694,2.45,0.13
2695,2.61,2.02
2696,0.98,1.54
2697,3.14,1.83
2698,1.1,0.44
2699,1.41,3.16
2700,2.85,1.66
2701,0.75,2.02
2702,2.06,2.32
2703,1.42,0.83
2704,2.42,1.49
2705,1.53,2.02
2706,1.23,2.09
2707,1.31,1.36
2708,0.03,2.15
2709,1.33,1.72
2710,0.68,2.99
2711,2.1,0.34
2712,1.44,4.2
2713,0.3,0.86
2714,0.08,2.31
2715,0.65,2.07
2716,2.91,1.29
2717,1.64,1.0
2718,2.1,1.73
2719,1.63,1.09
2720,1.18,1.73
2721,0.74,1.25
2722,1.68,1.13
2723,2.74,2.71
2724,2.41,1.59
2725,2.07,1.39
2726,3.21,1.71
2727,1.28,1.67
2728,0.54,1.32
2729,1.02,1.69
2730,0.1,1.0
2731,3.18,0.9
2732,1.09,3.17
2733,0.86,2.85
2734,1.73,2.15
2735,2.12,3.25
2736,0.84,0.49
2737,1.53,1.9
2738,2.61,1.67
2739,1.69,1.56
2740,0.93,1.9
2741,1.76,1.8
2742,1.22,0.45
2743,1.46,1.91
2744,0.29,1.26
2745,1.53,0.5
2746,1.73,3.11
2747,1.39,1.02
2748,1.88,0.99
2749,1.33,2.04
2750,1.92,1.86
2751,2.19,1.79
2752,1.03,0.85
2753,1.75,1.98
2754,1.64,2.15
2755,2.28,0.81
2756,2.17,2.02
2757,0.53,1.95
2758,1.78,2.05
2759,1.55,1.06
2760,0.76,1.18
2761,1.24,1.19
2762,2.15,2.07
2763,1.12,1.43
2764,0.89,2.46
2765,0.69,1.58
2766,1.23,2.51
2767,2.3,1.66
2768,2.18,1.82
2769,1.46,2.85
2770,0.47,0.88
2771,2.01,0.18
2772,1.02,2.33
2773,1.48,2.31
2774,2.33,1.82
2775,1.4,1.09
2776,3.79,2.7
2777,2.47,0.84
2778,0.68,2.04
2779,2.51,1.2
2780,1.61,0.82
2781,0.79,1.8
2782,0.19,0.84
2783,1.87,0.11
2784,1.49,1.72
2785,0.81,0.85
2786,2.18,2.51
2787,0.99,1.67
2788,2.95,2.28
2789,0.81,0.9
2790,0.27,2.34
2791,1.29,0.89
2792,0.78,0.98
2793,1.44,2.81
2794,1.68,1.53
2795,2.87,0.02
2796,0.81,1.8
2797,0.9,2.14
2798,0.7,2.11
2799,1.3,0.55
2800,1.0,1.68
2801,1.72,1.34
2802,3.07,3.11
2803,2.92,1.65
2804,2.59,1.17
2805,1.39,2.2
2806,2.05,2.7
2807,1.21,1.95
2808,1.54,1.86
2809,0.13,0.88
2810,1.38,1.23
2811,2.37,2.29
2812,1.8,2.18
2813,2.11,1.88
2814,1.26,1.87
2815,1.59,2.44
2816,2.05,1.8
2817,2.18,1.0
2818,2.15,0.69
2819,0.95,2.26
2820,1.55,1.38
2821,0.79,1.33
2822,1.23,2.62
2823,1.95,1.5
2824,1.17,2.86
2825,1.59,1.85
2826,0.48,0.83
2827,1.16,0.74
2828,1.77,1.64
2829,1.47,1.89
2830,1.66,1.3
2831,1.08,2.31
2832,0.31,1.58
2833,1.07,1.35
2834,1.75,1.37
2835,1.8,1.59
2836,0.67,1.95
2837,0.95,2.21
2838,1.94,1.19
2839,1.61,1.55
2840,2.18,2.39
2841,0.81,1.6
2842,2.17,1.21
2843,2.0,3.22
2844,1.07,2.32
2845,2.03,2.33
2846,2.1,1.98
2847,2.0,1.84
2848,1.66,1.3
2849,1.41,1.28
2850,2.13,1.68
2851,1.92,2.04
2852,0.1,2.47
2853,1.02,2.1
2854,1.87,1.98
2855,2.53,2.1
2856,2.04,2.83
2857,1.99,2.56
2858,2.37,0.8
2859,1.54,1.92
2860,1.11,1.3
2861,2.15,1.93
2862,1.79,3.11
2863,1.95,1.38
2864,2.08,2.17
2865,1.52,1.33
2866,1.34,2.39
2867,1.4,0.64
2868,1.54,1.94
2869,2.29,3.09
2870,0.91,2.3
2871,0.31,2.73
2872,2.31,2.83
2873,1.64,1.66
2874,0.66,0.32
2875,1.44,1.14
2876,1.11,1.66
2877,2.04,0.37
2878,1.7,1.82
2879,1.82,1.94
2880,1.62,1.25
2881,1.21,1.25
2882,2.55,1.73
2883,0.81,2.48
2884,2.02,1.86
2885,1.87,2.79
2886,1.81,0.42
2887,0.53,1.67
2888,1.49,0.68
2889,3.42,1.66
2890,1.83,1.14
2891,1.93,2.61
2892,1.24,1.83
2893,1.87,1.08
2894,1.61,1.12
2895,0.62,2.1
2896,1.93,1.49
2897,0.94,1.4
2898,1.46,2.19
2899,2.4,1.26
2900,1.4,2.31
2901,0.79,1.11
2902,1.08,1.54
2903,1.69,2.49
2904,1.57,1.29
2905,1.31,0.57
2906,1.79,0.77
2907,3.84,1.53
2908,1.35,1.63
2909,3.36,1.5
2910,2.3,1.63
2911,3.29,3.04
2912,1.03,1.57
2913,0.07,2.92
2914,1.27,1.14
2915,1.02,1.8
2916,2.6,0.87
2917,1.26,1.59
2918,1.05,2.09
2919,0.38,1.43
2920,0.81,1.84
2921,2.84,1.57
2922,1.04,1.77
2923,1.94,2.19
2924,1.98,2.13
2925,1.94,1.36
2926,0.56,0.78
2927,1.16,1.96
2928,1.65,0.92
2929,1.23,1.15
2930,2.5,2.97
2931,0.81,2.2
2932,1.08,1.88
2933,1.76,1.72
2934,1.35,1.73
2935,1.45,2.0
2936,1.81,1.81
2937,2.0,2.31
2938,1.27,0.47
2939,1.52,0.23
2940,1.01,1.64
2941,1.6,1.52
2942,1.32,0.64
2943,0.95,1.05
2944,0.32,0.1
2945,1.11,2.87
2946,0.5,1.67
2947,1.57,1.52
2948,1.75,1.3
2949,1.21,0.28
2950,1.98,1.19
2951,0.94,1.58
2952,0.81,1.97
2953,0.29,1.51
2954,0.94,1.08
2955,1.42,2.2
2956,1.88,2.08
2957,1.24,2.07
2958,1.83,1.7
2959,2.59,2.71
2960,1.39,1.59
2961,1.83,2.4
2962,0.71,3.29
2963,1.97,1.43
2964,2.43,1.08
2965,1.26,2.29
2966,1.9,2.5
2967,0.78,1.91
2968,2.25,2.55
2969,1.89,2.95
2970,1.51,2.59
2971,1.08,2.21
2972,0.68,2.02
2973,2.08,1.61
2974,1.25,1.36
2975,0.99,2.15
2976,2.88,1.82
2977,0.67,2.23
2978,1.77,1.7
2979,1.47,2.29
2980,1.27,2.77
2981,0.48,2.81
2982,1.6,2.03
2983,2.72,2.09
2984,1.7,1.98
2985,1.24,0.89
2986,0.74,2.07
2987,2.18,2.29
2988,1.03,2.78
2989,0.29,1.96
2990,0.98,0.91
2991,3.01,2.45
2992,1.72,1.34
2993,1.13,1.33
2994,1.67,1.65
2995,2.83,2.32
2996,2.18,2.15
2997,1.73,2.73
2998,2.61,2.25
2999,1.6,1.43
3000,1.27,1.87
3001,2.8,0.95
3002,2.18,1.35
3003,1.79,1.66
3004,1.26,1.49
3005,1.1,0.54
3006,1.87,1.18
3007,1.71,1.25
3008,0.54,2.24
3009,2.46,1.59
3010,1.63,0.4
3011,1.09,2.67
3012,2.13,1.68
3013,3.25,2.35
3014,1.87,2.18
3015,0.96,2.09
3016,0.81,2.08
3017,1.5,1.65
3018,0.91,0.84
3019,0.74,1.46
3020,1.97,2.07
3021,0.83,1.71
3022,2.2,1.67
3023,1.76,2.46
3024,1.39,1.09
3025,2.26,1.19
3026,0.81,2.76
3027,2.12,1.32
3028,1.99,1.97
3029,2.43,0.95
3030,1.34,1.13
3031,1.7,1.05
3032,0.55,2.01
3033,1.53,1.84
3034,0.5,1.83
3035,2.18,2.22
3036,0.97,2.48
3037,1.75,2.49
3038,1.93,1.7
3039,1.85,1.9
3040,1.2,1.04
3041,1.57,1.6
3042,1.73,2.59
3043,1.17,2.3
3044,0.21,1.65
3045,0.77,1.28
3046,1.74,2.43
3047,1.71,2.18
3048,0.84,2.19
3049,0.5,1.96
3050,1.32,2.88
3051,1.77,0.42
3052,1.01,0.91
3053,1.99,2.34
3054,2.68,1.93
3055,2.27,1.5
3056,0.58,2.63
3057,2.33,2.1
3058,2.97,1.39
3059,0.41,1.04
3060,0.36,0.66
3061,1.11,1.62
3062,2.26,2.06
3063,1.46,1.71
3064,2.62,2.4
3065,1.14,1.89
3066,1.03,2.82
3067,1.44,2.01
3068,2.46,2.98
3069,1.4,2.29
3070,1.34,2.24
3071,2.16,0.77
3072,1.67,0.45
3073,1.28,1.36
3074,1.52,2.46
3075,1.35,2.01
3076,1.98,2.15
3077,0.66,2.76
3078,0.78,1.15
3079,1.09,1.41
3080,1.63,0.74
3081,1.51,1.04
3082,1.39,3.08
3083,0.51,2.27
3084,2.68,2.07
3085,0.41,1.45
3086,0.99,1.8
3087,1.32,2.23
3088,0.16,2.12
3089,1.64,1.45
3090,2.79,1.88
3091,0.86,1.3
3092,0.39,1.29
3093,1.39,1.87
3094,1.95,2.73
3095,0.54,1.25
3096,2.86,0.75
3097,1.08,1.69
3098,1.33,1.64
3099,1.0,1.94
3100,1.32,0.9
3101,1.45,1.91
3102,1.72,1.18
3103,1.21,1.91
3104,0.97,2.34
3105,0.87,2.32
3106,0.87,0.99
3107,2.57,1.16
3108,2.63,1.01
3109,0.25,1.38
3110,2.22,2.64
3111,2.06,0.4
3112,1.61,1.62
3113,0.75,1.02
3114,1.62,1.24
3115,2.6,1.05
3116,1.02,1.61
3117,2.64,1.23
3118,1.78,1.62
3119,0.33,2.85
3120,1.31,1.17
3121,1.61,0.69
3122,2.02,1.65
3123,0.94,1.76
3124,1.86,3.42
3125,0.42,1.94
3126,1.08,2.93
3127,0.74,1.65
3128,1.66,1.74
3129,3.02,3.62
3130,1.92,2.23
3131,2.78,2.47
3132,0.4,2.7
3133,1.42,1.72
3134,1.54,2.75
3135,2.08,1.56
3136,0.03,1.57
3137,1.25,1.05
3138,2.34,1.78
3139,1.65,2.05
3140,1.28,2.26
3141,0.83,0.61
3142,1.67,3.08
3143,0.82,3.04
3144,0.87,0.83
3145,1.69,2.34
3146,1.37,2.39
3147,0.88,2.36
3148,1.84,2.3
3149,1.31,1.31
3150,2.62,1.68
3151,1.11,1.91
3152,2.42,1.85
3153,2.19,1.66
3154,1.45,1.67
3155,1.29,2.04
3156,1.32,2.55
3157,2.04,3.31
3158,1.02,1.02
3159,0.99,1.82
3160,0.82,1.85
3161,0.56,2.05
3162,0.13,2.89
3163,0.22,0.68
3164,0.65,2.49
3165,1.74,0.89
3166,3.39,2.81
3167,0.56,2.76
3168,1.12,1.57
3169,1.21,2.21
3170,0.78,2.7
3171,0.22,1.19
3172,0.91,2.1
3173,1.78,1.03
3174,1.07,1.94
3175,0.54,1.68
3176,1.83,1.05
3177,1.46,1.34
3178,2.4,1.11
3179,2.34,1.96
3180,1.34,0.91
3181,0.89,1.07
3182,2.34,2.01
3183,1.64,1.53
3184,0.9,3.36
3185,1.02,2.38
3186,1.29,0.13
3187,0.98,1.82
3188,1.06,2.21
3189,1.38,1.39
3190,2.26,1.39
3191,2.22,2.26
3192,2.23,2.02
3193,2.31,1.18
3194,1.77,0.62
3195,0.83,1.65
3196,2.02,1.52
3197,2.94,1.81
3198,1.41,0.91
3199,1.08,2.18
3200,2.04,2.3
3201,0.84,1.68
3202,0.47,2.44
3203,2.95,0.5
3204,1.05,1.57
3205,1.33,1.71
3206,3.04,2.31
3207,0.89,2.93
3208,1.84,1.53
3209,2.25,1.46
3210,2.05,2.42
3211,1.76,2.75
3212,0.86,0.79
3213,1.05,0.91
3214,1.55,1.89
3215,2.27,0.53
3216,0.82,2.07
3217,2.15,1.48
3218,1.74,1.28
3219,1.55,2.23
3220,0.79,1.49
3221,1.6,0.51
3222,2.14,2.57
3223,2.43,1.96
3224,0.24,3.06
3225,2.24,2.0
3226,1.22,1.12
3227,0.92,1.0
3228,3.82,1.35
3229,2.15,1.79
3230,2.24,1.1
3231,1.64,2.2
3232,0.89,1.58
3233,1.47,0.88
3234,1.92,1.74
3235,2.01,1.88
3236,0.17,0.82
3237,1.86,1.12
3238,1.61,2.26
3239,1.26,1.44
3240,1.12,1.56
3241,1.2,1.44
3242,1.47,1.72
3243,2.0,2.23
3244,1.61,1.53
3245,1.78,3.04
3246,0.44,2.36
3247,2.7,1.91
3248,1.89,0.3
3249,2.01,1.85
3250,1.69,1.34
3251,2.14,1.89
3252,0.16,1.1
3253,0.23,0.98
3254,1.73,1.52
3255,3.58,2.13
3256,1.42,1.25
3257,2.36,2.29
3258,1.45,1.79
3259,0.35,0.86
3260,1.33,0.0
3261,2.48,0.46
3262,0.21,1.65
3263,0.48,1.45
3264,1.08,2.35
3265,0.8,2.71
3266,2.16,2.58
3267,0.76,2.34
3268,0.62,2.21
3269,0.84,1.39
3270,1.43,1.21
3271,0.2,1.88
3272,1.41,1.67
3273,0.95,1.47
3274,1.3,2.81
3275,2.01,0.96
3276,2.79,1.22
3277,2.36,0.78
3278,2.34,1.82
3279,1.38,2.19
3280,1.26,1.44
3281,2.13,1.82
3282,0.78,1.32
3283,2.06,2.31
3284,1.72,1.09
3285,1.46,2.08
3286,1.35,1.25
3287,1.29,0.49
3288,1.13,0.86
3289,0.24,2.48
3290,2.53,1.6
3291,1.29,1.9
3292,1.58,1.34
3293,0.77,1.74
3294,0.64,1.63
3295,1.44,1.38
3296,1.89,2.46
3297,2.07,2.59
3298,1.14,1.25
3299,1.83,2.7
3300,2.04,0.76
3301,1.9,0.43
3302,1.71,2.49
3303,1.47,2.14
3304,0.29,0.88
3305,2.18,0.48
3306,1.96,3.51
3307,2.07,2.67
3308,1.85,0.77
3309,0.04,0.75
3310,0.6,1.55
3311,1.0,2.06
3312,1.28,1.43
3313,2.47,1.42
3314,1.05,1.43
3315,1.05,1.07
3316,1.69,2.82
3317,0.43,2.57
3318,2.09,2.66
3319,1.15,1.55
3320,1.35,1.18
3321,0.98,0.67
3322,0.61,1.82
3323,1.57,2.52
3324,0.88,1.48
3325,3.09,2.3
3326,0.28,2.93
3327,1.53,0.78
3328,1.2,3.26
3329,1.79,0.73
3330,1.6,1.23
3331,0.47,1.05
3332,0.9,1.67
3333,1.31,1.04
3334,2.27,2.66
3335,1.21,2.13
3336,1.63,1.34
3337,0.72,2.72
3338,1.57,3.92
3339,1.92,0.89
3340,2.19,1.88
3341,1.61,1.4
3342,1.56,3.12
3343,1.69,1.43
3344,2.21,2.07
3345,1.52,2.13
3346,1.96,1.07
3347,1.6,2.01
3348,1.11,1.7
3349,1.81,0.7
3350,1.53,1.59
3351,0.08,2.37
3352,1.93,0.96
3353,1.7,1.13
3354,1.61,0.33
3355,1.06,2.8
3356,1.16,1.49
3357,1.97,2.85
3358,4.4,1.79
3359,2.7,2.43
3360,1.29,1.9
3361,2.86,2.41
3362,2.47,1.57
3363,1.43,0.79
3364,2.68,0.17
3365,2.92,2.12
3366,2.57,0.97
3367,1.65,0.88
3368,0.61,0.07
3369,1.3,1.61
3370,2.07,0.96
3371,2.6,2.29
3372,1.21,2.01
3373,1.56,1.17
3374,1.48,2.02
3375,2.33,1.36
3376,0.79,1.73
3377,2.47,0.83
3378,1.42,2.07
3379,1.5,1.01
3380,1.7,1.25
3381,2.21,1.96
3382,0.44,2.54
3383,0.46,1.18
3384,3.39,2.98
3385,1.43,0.96
3386,1.93,1.05
3387,2.08,1.7
3388,0.41,2.35
3389,2.67,2.85
3390,2.18,1.7
3391,2.71,1.15
3392,0.17,2.92
3393,2.82,1.55
3394,1.13,2.53
3395,1.3,2.13
3396,1.64,1.56
3397,1.3,1.22
3398,1.57,1.45
3399,1.49,1.67
3400,0.42,1.63
3401,2.62,2.11
3402,2.09,2.51
3403,1.74,2.69
3404,1.97,1.24
3405,0.97,1.89
3406,1.29,1.74
3407,2.0,3.15
3408,1.36,1.01
3409,0.2,1.64
3410,2.19,2.12
3411,1.02,1.62
3412,1.03,0.85
3413,1.07,1.43
3414,0.98,1.09
3415,2.58,2.3
3416,3.24,1.04
3417,1.25,1.86
3418,0.91,1.08
3419,3.38,3.17
3420,2.77,2.53
3421,0.82,0.91
3422,2.13,1.49
3423,1.13,3.13
3424,1.44,0.09
3425,0.69,1.74
3426,2.26,2.72
3427,1.81,1.46
3428,0.76,2.0
3429,1.41,2.23
3430,1.66,0.68
3431,1.17,2.79
3432,2.99,1.86
3433,1.02,2.31
3434,1.42,1.9
3435,2.65,1.82
3436,2.46,1.56
3437,1.33,1.97
3438,1.58,0.66
3439,1.42,1.92
3440,1.22,0.92
3441,0.87,0.24
3442,0.91,2.53
3443,2.82,1.31
3444,1.52,1.24
3445,2.22,2.38
3446,1.96,1.64
3447,1.49,0.21
3448,1.41,2.43
3449,1.88,3.09
3450,0.65,2.54
3451,1.3,1.99
3452,1.92,1.22
3453,1.42,1.31
3454,1.7,3.62
3455,0.26,1.16
3456,2.4,1.66
3457,1.16,1.67
3458,1.19,1.6
3459,1.65,1.88
3460,0.63,1.82
3461,1.44,1.55
3462,2.48,2.1
3463,2.1,0.27
3464,1.94,0.27
3465,1.63,0.44
3466,2.58,1.44
3467,2.78,2.0
3468,2.31,1.22
3469,1.13,3.52
3470,2.48,1.77
3471,1.66,1.71
3472,0.76,1.33
3473,2.04,2.9
3474,0.17,1.81
3475,2.05,0.51
3476,1.45,0.47
3477,0.12,2.68
3478,1.55,1.08
3479,2.32,1.14
3480,1.85,2.01
3481,1.57,2.75
3482,0.64,2.62
3483,0.22,1.38
3484,0.11,1.67
3485,1.27,0.88
3486,0.47,2.2
3487,1.89,0.9
3488,1.76,2.08
3489,1.21,0.77
3490,2.43,2.6
3491,2.13,2.56
3492,1.6,2.1
3493,1.5,2.27
3494,2.44,0.12
3495,0.58,1.72
3496,1.65,1.19
3497,1.22,2.09
3498,2.45,2.39
3499,1.15,0.55
3500,1.17,1.2
3501,1.99,2.9
3502,0.53,3.28
3503,0.1,1.7
3504,2.07,0.45
3505,2.49,2.09
3506,1.44,2.12
3507,2.06,1.88
3508,1.56,0.25
3509,1.79,1.04
3510,2.37,1.61
3511,2.47,2.55
3512,2.36,2.02
3513,1.15,2.9
3514,1.31,2.37
3515,4.0,0.84
3516,3.65,0.04
3517,1.44,2.09
3518,1.85,1.76
3519,0.4,1.05
3520,1.16,1.62
3521,2.3,0.02
3522,0.8,0.6
3523,1.88,1.99
3524,2.13,1.37
3525,2.08,2.44
3526,1.61,1.35
3527,3.16,0.99
3528,1.31,3.8
3529,2.12,2.87
3530,0.86,1.96
3531,1.23,2.69
3532,2.56,0.83
3533,0.53,3.06
3534,1.83,1.29
3535,1.65,2.53
3536,1.02,2.18
3537,1.57,0.22
3538,1.12,1.78
3539,0.6,1.41
3540,1.55,3.14
3541,2.29,4.32
3542,1.69,2.24
3543,2.11,2.08
3544,1.25,1.94
3545,1.89,0.71
3546,0.85,0.43
3547,0.88,2.69
3548,0.73,0.91
3549,0.32,1.72
3550,1.41,3.22
3551,0.96,2.51
3552,1.95,0.14
3553,0.9,1.47
3554,0.55,2.23
3555,2.85,3.15
3556,2.07,1.46
3557,1.48,0.93
3558,2.81,1.62
3559,2.45,2.11
3560,1.11,2.05
3561,1.01,1.89
3562,2.17,2.65
3563,1.35,1.91
3564,1.84,1.31
3565,2.31,0.29
3566,1.05,2.44
3567,1.93,0.76
3568,1.49,3.22
3569,2.65,0.15
3570,2.37,2.63
3571,2.18,2.5
3572,0.62,2.42
3573,0.75,1.24
3574,2.03,1.56
3575,1.79,3.14
3576,2.13,1.52
3577,2.12,1.04
3578,1.13,2.44
3579,0.57,1.42
3580,0.02,1.74
3581,0.75,1.62
3582,1.76,2.58
3583,1.74,3.45
3584,0.55,1.78
3585,0.84,0.75
3586,0.79,2.43
3587,1.91,1.84
3588,0.56,2.58
3589,0.26,1.62
3590,2.89,1.77
3591,0.57,1.52
3592,2.7,2.63
3593,1.77,0.96
3594,1.05,1.36
3595,1.01,1.69
3596,2.07,1.43
3597,1.87,1.56
3598,0.67,1.96
3599,2.18,1.18
3600,1.46,0.55
3601,1.73,1.3
3602,0.85,1.59
3603,1.84,3.0
3604,1.89,0.19
3605,3.08,1.78
3606,2.14,1.88
3607,1.83,2.14
3608,2.48,2.5
3609,0.82,1.82
3610,1.56,2.09
3611,2.81,1.38
3612,0.28,2.25
3613,1.73,0.97
3614,0.82,1.74
3615,1.2,1.39
3616,1.04,1.73
3617,1.77,2.07
3618,1.62,1.12
3619,0.98,2.43
3620,1.81,2.42
3621,1.72,0.91
3622,1.4,0.63
3623,2.02,2.81
3624,1.7,2.16
3625,0.36,2.19
3626,2.14,1.5
3627,1.93,1.63
3628,0.87,1.46
3629,2.21,1.57
3630,2.08,1.6
3631,1.44,2.13
3632,1.05,1.86
3633,1.78,1.43
3634,0.57,2.21
3635,1.34,2.27
3636,1.7,1.41
3637,1.27,1.51
3638,1.11,1.42
3639,2.14,0.9
3640,0.14,2.15
3641,1.14,3.72
3642,1.4,1.11
3643,1.75,1.69
3644,0.76,0.9
3645,2.14,2.31
3646,2.13,1.39
3647,1.06,2.03
3648,1.63,1.45
3649,2.4,0.73
3650,1.19,2.86
3651,0.1,2.08
3652,1.08,2.85
3653,1.99,2.45
3654,0.96,0.74
3655,1.49,2.57
3656,2.21,1.45
3657,1.2,1.53
3658,0.14,1.99
3659,1.3,1.19
3660,1.78,2.32
3661,1.87,1.7
3662,2.74,0.79
3663,2.04,1.79
3664,1.83,2.05
3665,0.58,1.86
3666,1.19,0.26
3667,1.17,1.82
3668,0.75,2.26
3669,1.1,2.32
3670,1.27,1.31
3671,1.93,1.53
3672,2.05,2.45
3673,0.98,1.79
3674,1.19,2.3
3675,0.47,2.31
3676,2.19,1.02
3677,3.33,2.81
3678,2.08,1.2
3679,1.31,1.49
3680,2.49,2.31
3681,0.06,0.56
3682,2.19,2.53
3683,1.77,2.16
3684,2.91,1.97
3685,0.26,2.52
3686,1.95,1.99
3687,0.39,1.51
3688,1.16,3.24
3689,1.64,2.19
3690,1.66,1.58
3691,0.9,2.27
3692,1.63,2.49
3693,2.59,1.02
3694,2.25,2.01
3695,1.46,1.28
3696,1.56,0.25
3697,1.8,0.92
3698,0.74,0.57
3699,1.38,2.09
3700,2.55,1.61
3701,1.16,1.33
3702,2.09,2.6
3703,1.67,2.89
3704,2.07,3.08
3705,1.1,2.03
3706,2.08,1.95
3707,2.92,0.53
3708,1.5,1.56
3709,2.12,2.39
3710,1.89,1.79
3711,2.43,2.09
3712,2.63,1.83
3713,1.79,0.28
3714,1.5,2.6
3715,2.54,1.75
3716,2.02,2.03
3717,1.54,0.72
3718,1.32,2.23
3719,2.35,3.55
3720,0.95,2.7
3721,2.24,1.81
3722,0.48,0.55
3723,1.41,3.66
3724,1.93,0.8
3725,0.54,1.26
3726,0.54,1.93
3727,2.14,2.42
3728,1.62,2.19
3729,1.75,1.03
3730,1.89,2.27
3731,1.58,1.7
3732,0.74,1.36
3733,1.98,1.99
3734,1.1,1.17
3735,0.99,1.9
3736,1.26,1.24
3737,3.68,2.52
3738,1.31,1.32
3739,1.26,2.18
3740,1.72,3.55
3741,1.52,1.43
3742,1.49,2.71
3743,1.56,2.47
3744,1.68,2.49
3745,2.67,1.95
3746,1.31,3.66
3747,1.89,1.84
3748,2.84,2.76
3749,0.43,2.75
3750,1.17,1.48
3751,1.74,2.44
3752,1.57,1.25
3753,0.27,2.43
3754,0.64,1.58
3755,0.79,1.66
3756,1.55,0.1
3757,0.17,1.58
3758,0.69,2.3
3759,2.43,2.41
3760,1.44,0.23
3761,2.43,1.5
3762,0.57,1.39
3763,0.79,2.12
3764,0.27,1.89
3765,1.44,2.65
3766,1.1,2.58
3767,1.59,1.82
3768,2.17,1.62
3769,1.11,1.65
3770,0.53,1.74
3771,0.78,1.62
3772,1.15,1.34
3773,1.36,1.25
3774,2.07,1.33
3775,2.09,2.42
3776,1.55,1.52
3777,0.84,0.4
3778,1.06,2.19
3779,2.2,1.12
3780,1.78,0.66
3781,2.54,2.58
3782,1.38,1.63
3783,1.14,2.59
3784,1.62,1.58
3785,1.1,1.6
3786,1.4,1.69
3787,2.27,0.59
3788,1.22,1.12
3789,2.72,2.38
3790,1.79,2.79
3791,1.13,1.3
3792,1.96,1.58
3793,0.61,1.95
3794,1.29,2.69
3795,2.48,2.1
3796,1.25,1.02
3797,0.36,1.27
3798,0.84,2.19
3799,1.97,0.61
3800,1.26,1.84
3801,3.23,2.14
3802,1.59,1.42
3803,1.09,2.66
3804,1.01,2.13
3805,0.05,0.68
3806,1.34,0.05
3807,1.84,0.51
3808,0.79,2.2
3809,1.03,1.81
3810,1.84,1.69
3811,0.99,1.55
3812,1.85,1.05
3813,1.59,2.33
3814,1.36,2.46
3815,1.49,2.58
3816,1.77,2.21
3817,1.26,1.77
3818,1.82,1.02
3819,1.52,1.84
3820,1.61,1.16
3821,1.61,1.34
3822,1.94,1.06
3823,1.5,1.62
3824,0.55,2.17
3825,1.64,0.37
3826,1.37,0.77
3827,3.07,1.37
3828,1.22,1.73
3829,1.67,1.37
3830,1.54,1.88
3831,1.57,1.74
3832,2.06,0.88
3833,2.76,2.58
3834,2.54,1.05
3835,1.8,1.15
3836,1.64,1.16
3837,1.92,1.13
3838,0.42,2.22
3839,1.81,2.05
3840,1.01,1.27
3841,0.46,1.07
3842,2.04,1.34
3843,1.68,1.97
3844,2.31,1.2
3845,1.46,1.43
3846,1.26,2.43
3847,2.71,2.88
3848,1.89,2.5
3849,2.14,2.54
3850,1.09,0.96
3851,0.54,1.37
3852,0.93,1.12
3853,1.79,1.8
3854,0.93,0.96
3855,1.65,2.03
3856,1.38,0.68
3857,1.31,1.84
3858,2.04,2.66
3859,1.34,0.12
3860,1.18,0.92
3861,1.51,0.98
3862,1.6,3.61
3863,0.49,0.84
3864,1.88,0.59
3865,2.37,1.97
3866,1.74,1.17
3867,1.25,1.32
3868,2.56,0.51
3869,1.34,2.71
3870,0.8,1.65
3871,1.43,2.48
3872,1.79,3.47
3873,1.03,0.31
3874,1.34,1.87
3875,2.05,1.86
3876,0.92,0.26
3877,2.0,2.19
3878,2.6,3.24
3879,1.37,2.96
3880,0.84,0.79
3881,0.8,2.96
3882,1.13,2.14
3883,1.11,2.66
3884,1.69,1.89
3885,1.4,1.42
3886,1.87,1.35
3887,0.99,1.42
3888,1.28,1.26
3889,2.08,1.83
3890,1.57,2.87
3891,2.53,2.1
3892,2.42,2.72
3893,3.33,1.69
3894,0.83,2.36
3895,1.27,2.06
3896,0.05,2.06
3897,1.91,1.46
3898,0.55,0.21
3899,1.94,0.8
3900,2.21,2.15
3901,0.81,1.99
3902,2.95,2.97
